Emp ID,Pipe
100463736,800000
100568413,3239628.1
100569225,1976000
100574828,6600000
100579505,11870100
100580065,2325000
100580190,2700000
100580806,3500000
100581763,2100000
100581784,19100500
100582604,60000
100582847,20072000
100584032,6735003
100584043,5600000
100584422,17146000
100584558,4205000
100584866,1625000
100585036,500000
100585370,4540000
100585718,4815000
100585834,3879000
100585872,10760048
100585952,1200000
100586233,1749000
100586314,18225000
100586334,1750000
100586452,12260000
100586521,100000
100586524,5700000
100586530,350000
100586701,39100000
100586711,1000000
100586786,2875000
100586863,44590000
100586959,30010000
100587219,2913500
100587434,13870000
100587799,6025000
100587866,6000000
100587881,4885000
100587944,128650381
100587980,6588000
100588600,20550000
100588753,13450000
100588959,2500000
100589248,4165001
100589278,3500000
100589299,12400000
100589357,993740
100589481,22412860
100589728,5498000
100589741,1350002
100589948,4825000
100590659,250000
100590772,8425000
100590896,156317200
100591010,1660000
100591095,1103631.62
100591120,36225000
100591141,25336000
100591320,3725000
100591654,1155000
100591676,1065827.54
100591972,500000
100592304,7400000
100592305,8500000
100592496,31995000
100592561,500000
100592715,7492000
100592741,1840220
100592784,1800000
100592873,1235000
100592932,5275000
100593650,5980000
100593918,19946508
100593964,1545000
100594243,2500000
100594397,8985660
100594872,11750000
100595231,17370855
100595346,540000
100595407,5075000
100596320,600000
100596555,5050000
100596618,3615000
100596849,100000
100596941,52175000
100597190,1500000
100597272,2225000
100597339,3875000
100597826,32575000
100597983,23432500
100598931,1850000
100599107,50000
100599152,2026200
100599268,4193000
100599669,14000000
100599962,775000
100600975,3125000
100601386,17630000
100602248,6095597.5
100602451,2850000
100603236,910000
100603415,250000
100603613,12750000
100604296,500000
100604298,1200000
100604370,542640
100605530,2500000
100605581,2299800
100605616,1899854
100606970,100000
100606975,3200000
100607244,3739565
100607644,7400000
100607920,1125000
100608090,500000
100608136,1425000
100608155,27510757
100608164,2125000
100608243,11350000
100608247,950000
100608282,400000
100608366,5787500
100608383,325000
100608430,59962610
100608521,4369550
100608771,585000
100608828,58225001
100609005,200000
100609073,33027550
100609078,1
100609118,5410000
100609226,2671431
100609257,3350000
100609381,150000
100609393,3493000
100609514,18800000
100609525,500000
100609544,4727244
100609569,122700000
100609600,14520000
100609607,19630000
100609611,1500000
100609615,1915180
100609628,964000
100609827,22230000
100609871,15525000
100610014,12314700
100610205,10270000
100610242,5725000
100610320,11170000
100610367,4818049
100610419,1800000
100610426,1250000
100610483,23262000
100610489,6000000
100610826,1350000
100610875,100000
100610903,5837000
100611003,1000000
100611080,2575000
100611158,3895000
100611212,560000
100611284,11525001
100611316,3200000
100611351,8446280
100611358,10472000
100611377,450000
100611390,23477600
100611486,17800000
100611501,440000
100611547,7245000
100611799,300000
100612055,7624000
100612201,878000
100612330,6950001
100612395,4825000
100612509,1270949.62
100612518,6400000
100612587,0
100612715,200000
100612746,500000
100612834,2400000
100613095,25250000
100613761,8300000
100613841,6400000
100613849,1220699.13
100613915,7812500
100614201,450000
100614269,358246.4
100614969,1425000
100615814,975000
100616269,1950000
100616377,8465000
100616623,680000
100616656,10360000
100616804,18740000
100617113,9480000
100617170,950000
100617853,34200000
100618376,2802000
100618842,6619517
100619007,2060000
100619128,7463900
100619165,34750000
100619410,23914617
100619580,250000
100619604,100000
100619607,5059500
100619620,250000
100619692,9075000
100619765,6350000
100619817,27320000
100619899,10517000
100620023,2490000
100620090,4035500
100620159,2676000
100620162,6628000
100620553,745000
100620643,2030000
100620711,16408789
100620934,3110000
100621410,2725000
100621664,18625000
100621724,6250000
100622174,1360000
100622378,7095000
100622716,2900000
100623111,700000
100623235,50000
100623248,4890000
100623421,15308000
100623453,9815000
100623470,33000000
100623535,4520000
100623735,1700000
100623906,250000
100623914,41675000
100624244,500000
100624248,250000
100624527,500000
100624533,11800000
100625107,1550000
100625415,19765088
100625459,3585000
100625563,1495000
100625578,5175000
100625588,4679200
100625755,7040000
100626060,6418875
100626837,535000
100626898,5190000
100627224,3352000
100627554,150000
100628004,135000
100628059,8510000
100628181,12760750
100628186,26114602
100628223,5560001
100628891,2418792
100629231,750000
100629293,10800000
100629729,6673500
100629900,9250000
100630016,3930000
100631257,5890000
100631322,10195900
100632043,1250000
100632400,15020000
100632514,1700000
100633489,18200001
100633579,40127175
100633643,11150000
100633763,3400000
100633795,450000
100634023,1
100634482,885000
100634698,155000
100634752,800000
100634919,4200000
100634994,7745000
100635215,2500000
100635485,3500000
100635527,1150000
100636461,5850000
100637221,9296000
100637587,2750000
100637597,10225000
100637651,5205001
100637664,1500000
100638639,7750000
100638965,260000
100638978,3350000
100639134,1150000
100639477,16675000
100639495,9512000
100639544,475000
100640093,150000
100640331,62150000
100640433,550000
100640945,1208255
100641038,38000000
100641346,1000000
100641939,3847000
100641950,5682000
100642129,12565100
100642211,850000
100642238,8487000
100642273,150000
100642379,9600000
100642806,17250000
100642861,300000
100643044,8045000
100643454,5725000
100643946,1000000
100644048,50000
100644070,38850000
100644077,1805000
100644409,250000
100644939,2825600
100645232,12227000
100645470,2585000
100645538,3850000
100645852,17779000
100646427,10584000
100646452,6500000
100646519,10250000
100646652,500000
100646702,14450000
100646804,2750000
100646809,3629000
100646908,17820000
100647262,25690000
100647460,4450000
100647463,5867000
100647488,4700000
100647536,3800000
100647674,11220000
100647935,4310000
100648136,3000000
100648324,1815000
100648421,9443264
100648460,1500000
100649264,4847584
100649463,3250125
100649481,550000
100649566,1250000
100649654,2550000
100649673,10040000
100649698,8200000
100649726,5335000
100649928,1100000
100649936,6420002
100650064,3640000
100650162,200000
100650183,100000
100650304,3525000
100650344,11325000
100650375,67740000
100650382,1675001
100650453,1700000
100650501,100000
100650520,1339784.42
100650568,6483000
100650575,33090000
100650619,31445000
100650657,2665000
100650678,6060000
100650713,1000000
100650783,5490000
100650786,13900000
100650967,400000
100651020,750000
100651040,500000
100651086,4425000
100651094,16756480
100651298,5946999
100651441,72055003
100651554,24050000
100651638,1730000
100651722,58850000
100651896,1000000
100651901,8250000
100651946,5429000
100651998,3990000
100652169,11980000
100652316,1945000
100652454,2800001
100652479,3678000
100652489,26400000
100652666,4890000
100652846,23025000
100653021,2000000
100653074,6753607
100653269,12772000
100653430,2000000
100653499,19093571
100653538,100000
100653539,52750000
100653597,25550000
100653756,41050000
100653785,13160000
100653977,12178500
100654085,34850008
100654620,6000001
100654705,80694280
100654835,2650000
100654864,12300000
100654914,8120322
100654991,9800000
100655073,1500000
100655091,7300000
100655236,1850000
100655465,1500000
100655738,250000
100656050,2013000
100656722,6651000
100656882,670000
100657101,75000
100657185,1889778
100657831,2337440
100657929,11965000
100658132,36650000
100658519,35850000
100658522,56850000
100658777,4535000
100658814,4215000
100658994,675000
100659011,50000
100659114,62986712
100659145,680000
100659458,2938000
100659524,2350000
100659846,2270000
100660017,25900000
100660049,14897000
100660061,1300000
100660092,5700000
100660495,8875000
100660529,112200
100660608,7515000
100660640,3504000
100660652,90000000
100660701,1500000
100660828,50000
100660934,500000
100661023,10000
100661738,15730002
100661817,900000
100661890,2408474.4
100662113,2550000
100662144,10000000
100690767,74591708
100690774,3150000
100694304,250000
100694651,2756000
100700761,15210000
100702554,2975000
100708984,16325000
100711752,6976000
100866856,10830000
100866857,500000
100869674,2895000
100869732,35725000
100869794,7582500
100870972,25000
100875111,8695000
100878189,300000
100878565,500000
100879751,9100000
100882152,300000
100882501,21300000
100882877,2546500
100886112,5000000
100888587,2887177
100889596,100000
100892076,3050000
100892374,500000
100893232,4325000
100895030,7825000
100896447,1070000
100898415,4390000
100899005,16641972
100900370,11375000
100901211,4317000
100904300,200000
100904601,8134545
100904602,7800000
100904603,2479000
100910245,2030000
100910509,1150000
100911004,800000
100914325,2629000
100922604,800000
100923205,500000
100929557,5750000
100933537,3375212
100941744,26850000
100943277,10250000
100945646,2745000
100955805,5195000
100956516,11698000
100963608,400000
100964362,14100000
100968114,10600000
100983419,400003
100986592,3050000
100997154,13214000
101000708,893000
101001596,13400000
101017204,1550000
101025735,6075000
101026035,3000000
101033479,21070000
101051394,2790014
101054840,8690001
101056026,349500
101056431,25000
101059157,3500000
101059432,56000000
101059844,1340000
101062258,4374000
101068117,24586280
101072617,13300000
101076271,8250000
101077909,7097000
101078216,9320000
101080198,975000
101082364,6867000
101088146,3275000
101088654,16400000
101088701,2877950
101090216,2530000
101090224,765000
101093101,4380000
101093737,2075000
101127868,14415000
101128970,19650000
101131115,7100000
101131118,5850000
101138319,2450000
101141441,12765000
101141463,2550000
101143771,1000000
101146063,150000
101146755,650963.07
101147686,600000
101148689,955000
101152213,3150000
101152256,1000000
101154609,1135000
101154613,615001
101156917,100000
101159720,10000000
101161608,1450000
101161639,435000
101164038,700000
101169845,1050000
101170527,3215000
101170594,14700000
101186492,1250000
101193937,2700000
101198690,2200000
101200292,25716001
101200304,615000
101204051,200000
101210545,1300000
101211068,1180000
101211126,1200000
101213659,2900000
101215106,3000000
101215108,250000
101216124,295947
101230882,1099000
101230885,200000
101238285,1300000
101238292,1200002
101248391,100000