,image_id,Image_label,Image_path,Duplicate_image,Duplicate_path,Similarity_score
0,0,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (1).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (2).jpg,0.6903687715530396
1,1,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (10).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (2).jpg,0.6860201358795166
2,1,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (10).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (6).jpg,0.7381190061569214
3,1,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (10).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (9).jpg,0.6846612691879272
4,2,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (11).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (12).jpg,0.7997008562088013
5,2,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (11).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (13).jpg,0.6874425411224365
6,2,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (11).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (2).jpg,0.6867305040359497
7,2,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (11).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (8).jpg,0.6903632879257202
8,3,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (12).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (4).jpg,0.6548433303833008
9,3,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (12).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (6).jpg,0.7280835509300232
10,4,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (13).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (2).jpg,0.6671079397201538
11,4,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (13).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (7).jpg,0.6833727359771729
12,5,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (14).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (2).jpg,0.7116861343383789
13,5,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (14).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (8).jpg,0.7901358604431152
14,6,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (2).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (6).jpg,0.6690329909324646
15,6,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (2).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (7).jpg,0.7301990985870361
16,6,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (2).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (8).jpg,0.6921319961547852
17,6,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (2).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (9).jpg,0.703713595867157
18,8,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (4).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (6).jpg,0.6690955758094788
19,8,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (4).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (7).jpg,0.7015495300292969
20,9,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (5).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (7).jpg,0.746126115322113
21,10,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (6).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (8).jpg,0.6908419132232666
22,10,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (6).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (9).jpg,0.7376879453659058
23,11,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (7).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (8).jpg,0.6805106401443481
24,12,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (8).jpg,ben_afflek,./dataset/train/ben_afflek/train_ben_afflek (9).jpg,0.712087869644165
25,16,elton_john,./dataset/train/elton_john/train_elton_john (11).jpg,elton_john,./dataset/train/elton_john/train_elton_john (13).jpg,0.663874626159668
26,16,elton_john,./dataset/train/elton_john/train_elton_john (11).jpg,elton_john,./dataset/train/elton_john/train_elton_john (15).jpg,0.766021728515625
27,16,elton_john,./dataset/train/elton_john/train_elton_john (11).jpg,elton_john,./dataset/train/elton_john/train_elton_john (7).jpg,0.679651141166687
28,17,elton_john,./dataset/train/elton_john/train_elton_john (12).jpg,elton_john,./dataset/train/elton_john/train_elton_john (16).jpg,0.7160875201225281
29,17,elton_john,./dataset/train/elton_john/train_elton_john (12).jpg,elton_john,./dataset/train/elton_john/train_elton_john (3).jpg,0.6737173795700073
30,18,elton_john,./dataset/train/elton_john/train_elton_john (13).jpg,elton_john,./dataset/train/elton_john/train_elton_john (5).jpg,0.6607836484909058
31,18,elton_john,./dataset/train/elton_john/train_elton_john (13).jpg,elton_john,./dataset/train/elton_john/train_elton_john (7).jpg,0.6797698736190796
32,19,elton_john,./dataset/train/elton_john/train_elton_john (14).jpg,elton_john,./dataset/train/elton_john/train_elton_john (15).jpg,0.7025114297866821
33,19,elton_john,./dataset/train/elton_john/train_elton_john (14).jpg,elton_john,./dataset/train/elton_john/train_elton_john (2).jpg,0.7453234791755676
34,19,elton_john,./dataset/train/elton_john/train_elton_john (14).jpg,elton_john,./dataset/train/elton_john/train_elton_john (3).jpg,0.773984432220459
35,19,elton_john,./dataset/train/elton_john/train_elton_john (14).jpg,elton_john,./dataset/train/elton_john/train_elton_john (7).jpg,0.7508096694946289
36,20,elton_john,./dataset/train/elton_john/train_elton_john (15).jpg,elton_john,./dataset/train/elton_john/train_elton_john (2).jpg,0.7094591856002808
37,20,elton_john,./dataset/train/elton_john/train_elton_john (15).jpg,elton_john,./dataset/train/elton_john/train_elton_john (7).jpg,0.6634044647216797
38,21,elton_john,./dataset/train/elton_john/train_elton_john (16).jpg,elton_john,./dataset/train/elton_john/train_elton_john (3).jpg,0.6615006923675537
39,22,elton_john,./dataset/train/elton_john/train_elton_john (2).jpg,elton_john,./dataset/train/elton_john/train_elton_john (3).jpg,0.7714951038360596
40,22,elton_john,./dataset/train/elton_john/train_elton_john (2).jpg,elton_john,./dataset/train/elton_john/train_elton_john (5).jpg,0.7897637486457825
41,22,elton_john,./dataset/train/elton_john/train_elton_john (2).jpg,elton_john,./dataset/train/elton_john/train_elton_john (7).jpg,0.750322163105011
42,23,elton_john,./dataset/train/elton_john/train_elton_john (3).jpg,elton_john,./dataset/train/elton_john/train_elton_john (5).jpg,0.736347496509552
43,23,elton_john,./dataset/train/elton_john/train_elton_john (3).jpg,elton_john,./dataset/train/elton_john/train_elton_john (7).jpg,0.7616138458251953
44,24,elton_john,./dataset/train/elton_john/train_elton_john (4).jpg,elton_john,./dataset/train/elton_john/train_elton_john (8).jpg,0.6896289587020874
45,25,elton_john,./dataset/train/elton_john/train_elton_john (5).jpg,elton_john,./dataset/train/elton_john/train_elton_john (7).jpg,0.8620892763137817
46,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,0.8504762053489685
47,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,0.7923774123191833
48,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,0.6969250440597534
49,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (13).jpg,0.8434650301933289
50,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (14).jpg,0.7575384378433228
51,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (15).jpg,0.8997495174407959
52,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (17).jpg,0.8041055202484131
53,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (18).jpg,0.7347550392150879
54,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (19).jpg,0.7429122924804688
55,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (2).jpg,0.8266838788986206
56,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (21).jpg,0.8446279168128967
57,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (3).jpg,0.8894892334938049
58,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (4).jpg,0.8147708177566528
59,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (5).jpg,0.8094557523727417
60,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (6).jpg,0.8010121583938599
61,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (7).jpg,0.858156681060791
62,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (8).jpg,0.8228271007537842
63,30,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (1).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (9).jpg,0.7868008017539978
64,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,0.6892467737197876
65,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (13).jpg,0.9524192810058594
66,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (15).jpg,0.8089860677719116
67,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (17).jpg,0.6983926296234131
68,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (2).jpg,0.7331013679504395
69,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (21).jpg,0.8026084899902344
70,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (3).jpg,0.8136346340179443
71,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (4).jpg,0.6884178519248962
72,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (5).jpg,0.7767677307128906
73,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (6).jpg,0.6591798067092896
74,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (7).jpg,0.8032630681991577
75,31,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (10).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (8).jpg,0.7586514949798584
76,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,0.8230615854263306
77,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (13).jpg,0.6839789152145386
78,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (14).jpg,0.7807815074920654
79,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (15).jpg,0.7458063364028931
80,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (18).jpg,0.7079319953918457
81,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (19).jpg,0.7039591073989868
82,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (20).jpg,0.7051969766616821
83,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (3).jpg,0.7828404903411865
84,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (4).jpg,0.7345874309539795
85,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (5).jpg,0.7415969371795654
86,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (6).jpg,0.8474893569946289
87,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (7).jpg,0.7985670566558838
88,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (8).jpg,0.7426510453224182
89,32,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (11).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (9).jpg,0.9540054202079773
90,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (14).jpg,0.8211649656295776
91,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (15).jpg,0.7208380103111267
92,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (16).jpg,0.7172389626502991
93,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (18).jpg,0.6803579330444336
94,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (19).jpg,0.7056924104690552
95,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (20).jpg,0.7436161637306213
96,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (3).jpg,0.7157456874847412
97,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (4).jpg,0.7431240081787109
98,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (5).jpg,0.6997253894805908
99,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (6).jpg,0.7902776598930359
100,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (7).jpg,0.6979678869247437
101,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (8).jpg,0.7098778486251831
102,33,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (12).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (9).jpg,0.8100655674934387
103,34,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (13).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (15).jpg,0.8031277656555176
104,34,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (13).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (17).jpg,0.747768759727478
105,34,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (13).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (2).jpg,0.7403170466423035
106,34,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (13).jpg,jerry_seinfeld,./dataset/train/jerry_seinfeld/train_jerry_seinfeld (21).jpg,0.7970027923583984
